,mean_fit_time,mean_score_time,mean_test_accuracy_score,mean_test_precision_score,mean_test_recall_score,mean_train_accuracy_score,mean_train_precision_score,mean_train_recall_score,param_clf__batch_size,param_clf__dropout,param_clf__epochs,param_clf__first_neuron,param_clf__last_activation,param_clf__last_neuron,param_clf__loss,param_clf__lr,param_clf__optimizer,param_clf__second_activation,param_clf__second_neuron,params,rank_test_accuracy_score,rank_test_precision_score,rank_test_recall_score,split0_test_accuracy_score,split0_test_precision_score,split0_test_recall_score,split0_train_accuracy_score,split0_train_precision_score,split0_train_recall_score,split1_test_accuracy_score,split1_test_precision_score,split1_test_recall_score,split1_train_accuracy_score,split1_train_precision_score,split1_train_recall_score,split2_test_accuracy_score,split2_test_precision_score,split2_test_recall_score,split2_train_accuracy_score,split2_train_precision_score,split2_train_recall_score,std_fit_time,std_score_time,std_test_accuracy_score,std_test_precision_score,std_test_recall_score,std_train_accuracy_score,std_train_precision_score,std_train_recall_score
0,18.601565996805828,0.6105182965596517,0.8930036589422331,0.21244832338079925,0.014928801102434542,0.8935441673623039,0.23630672926447574,0.019433719433719434,64,0,20,8,<function relu at 0x11e8430d0>,1,<function binary_crossentropy at 0x11e8022f0>,0.01,<class 'keras.optimizers.Adam'>,<function relu at 0x11e8430d0>,1,"{'clf__batch_size': 64, 'clf__dropout': 0, 'clf__epochs': 20, 'clf__first_neuron': 8, 'clf__last_activation': <function relu at 0x11e8430d0>, 'clf__last_neuron': 1, 'clf__loss': <function binary_crossentropy at 0x11e8022f0>, 'clf__lr': 0.01, 'clf__optimizer': <class 'keras.optimizers.Adam'>, 'clf__second_activation': <function relu at 0x11e8430d0>, 'clf__second_neuron': 1}",28,29,30,0.8923166472642607,0.0,0.0,0.8923076923076924,0.0,0.0,0.8923076923076924,0.0,0.0,0.8923121699721426,0.0,0.0,0.8943866943866944,0.6373626373626373,0.044787644787644784,0.8960126398070767,0.7089201877934272,0.0583011583011583,1.4298053506846453,0.08931759583387604,0.0009779402438197936,0.30045354646924044,0.02111295191405473,0.0017454745620836614,0.33418818140584877,0.027483429590519606
1,17.721988677978516,0.6217856407165527,0.8923106774586983,0.0,0.0,0.8923106774173258,0.0,0.0,64,0,20,8,<function relu at 0x11e8430d0>,1,<function binary_crossentropy at 0x11e8022f0>,0.01,<class 'keras.optimizers.Adam'>,<function relu at 0x11e8430d0>,8,"{'clf__batch_size': 64, 'clf__dropout': 0, 'clf__epochs': 20, 'clf__first_neuron': 8, 'clf__last_activation': <function relu at 0x11e8430d0>, 'clf__last_neuron': 1, 'clf__loss': <function binary_crossentropy at 0x11e8022f0>, 'clf__lr': 0.01, 'clf__optimizer': <class 'keras.optimizers.Adam'>, 'clf__second_activation': <function relu at 0x11e8430d0>, 'clf__second_neuron': 8}",33,38,38,0.8923166472642607,0.0,0.0,0.8923076923076924,0.0,0.0,0.8923076923076924,0.0,0.0,0.8923121699721426,0.0,0.0,0.8923076923076924,0.0,0.0,0.8923121699721426,0.0,0.0,0.274268717688747,0.04614804597570642,4.22146551331318e-06,0.0,0.0,2.110791264418902e-06,0.0,0.0
2,18.162198702494305,0.6809463500976562,0.8913959419004325,0.14749881492922606,0.03268892655188253,0.8921305047287335,0.16295025728987994,0.03667953667953668,64,0,20,8,<function relu at 0x11e8430d0>,1,<function binary_crossentropy at 0x11e8022f0>,0.01,<class 'keras.optimizers.Adam'>,<function relu at 0x11e8430d0>,32,"{'clf__batch_size': 64, 'clf__dropout': 0, 'clf__epochs': 20, 'clf__first_neuron': 8, 'clf__last_activation': <function relu at 0x11e8430d0>, 'clf__last_neuron': 1, 'clf__loss': <function binary_crossentropy at 0x11e8022f0>, 'clf__lr': 0.01, 'clf__optimizer': <class 'keras.optimizers.Adam'>, 'clf__second_activation': <function relu at 0x11e8430d0>, 'clf__second_neuron': 32}",119,35,20,0.8923166472642607,0.0,0.0,0.8923076923076924,0.0,0.0,0.8923076923076924,0.0,0.0,0.8923121699721426,0.0,0.0,0.8895634095634095,0.4425087108013937,0.09806949806949807,0.8917716519063656,0.4888507718696398,0.11003861003861004,0.3475673820523225,0.017302919421305074,0.0012957742607761665,0.20859916115252983,0.04623008436353364,0.0002537538485235602,0.23044646385153353,0.051872698233762164
3,18.855772018432617,0.6720376014709473,0.8923106774586983,0.0,0.0,0.8923106774173258,0.0,0.0,64,0,20,8,<function relu at 0x11e8430d0>,1,<function binary_crossentropy at 0x11e8022f0>,0.01,<class 'keras.optimizers.Adam'>,<function relu at 0x11e8430d0>,64,"{'clf__batch_size': 64, 'clf__dropout': 0, 'clf__epochs': 20, 'clf__first_neuron': 8, 'clf__last_activation': <function relu at 0x11e8430d0>, 'clf__last_neuron': 1, 'clf__loss': <function binary_crossentropy at 0x11e8022f0>, 'clf__lr': 0.01, 'clf__optimizer': <class 'keras.optimizers.Adam'>, 'clf__second_activation': <function relu at 0x11e8430d0>, 'clf__second_neuron': 64}",33,38,38,0.8923166472642607,0.0,0.0,0.8923076923076924,0.0,0.0,0.8923076923076924,0.0,0.0,0.8923121699721426,0.0,0.0,0.8923076923076924,0.0,0.0,0.8923121699721426,0.0,0.0,0.39258189740532,0.017200669547284397,4.22146551331318e-06,0.0,0.0,2.110791264418902e-06,0.0,0.0
4,19.87394372622172,0.8593756357828776,0.8943896219093026,0.19767855673864138,0.061516956266928546,0.8938352155515683,0.19285714285714287,0.052123552123552123,64,0,20,8,<function relu at 0x11e8430d0>,1,<function binary_crossentropy at 0x11e8022f0>,0.01,<class 'keras.optimizers.Adam'>,<function relu at 0x11e8430d0>,128,"{'clf__batch_size': 64, 'clf__dropout': 0, 'clf__epochs': 20, 'clf__first_neuron': 8, 'clf__last_activation': <function relu at 0x11e8430d0>, 'clf__last_neuron': 1, 'clf__loss': <function binary_crossentropy at 0x11e8022f0>, 'clf__lr': 0.01, 'clf__optimizer': <class 'keras.optimizers.Adam'>, 'clf__second_activation': <function relu at 0x11e8430d0>, 'clf__second_neuron': 128}",15,32,10,0.8923166472642607,0.0,0.0,0.8923076923076924,0.0,0.0,0.8985446985446985,0.5930521091811415,0.18455598455598454,0.8968857843748701,0.5785714285714286,0.15637065637065636,0.8923076923076924,0.0,0.0,0.8923121699721426,0.0,0.0,0.09564329643681212,0.061829369777272256,0.0029380240588948274,0.2795655079216014,0.08699992254239794,0.002157078675994491,0.27274118702909694,0.07371383433218835
5,20.231002648671467,1.0465970039367676,0.8957201463576894,0.3944092380172965,0.10218922215263272,0.8981456153191217,0.43869631926899294,0.1135135135135135,64,0,20,16,<function relu at 0x11e8430d0>,1,<function binary_crossentropy at 0x11e8022f0>,0.01,<class 'keras.optimizers.Adam'>,<function relu at 0x11e8430d0>,1,"{'clf__batch_size': 64, 'clf__dropout': 0, 'clf__epochs': 20, 'clf__first_neuron': 16, 'clf__last_activation': <function relu at 0x11e8430d0>, 'clf__last_neuron': 1, 'clf__loss': <function binary_crossentropy at 0x11e8022f0>, 'clf__lr': 0.01, 'clf__optimizer': <class 'keras.optimizers.Adam'>, 'clf__second_activation': <function relu at 0x11e8430d0>, 'clf__second_neuron': 1}",6,13,6,0.8968069183435889,0.5808383233532934,0.1498069498069498,0.9005821205821206,0.6387726638772664,0.17683397683397684,0.8980457380457381,0.6023738872403561,0.15675675675675677,0.9015425554031018,0.6773162939297125,0.1637065637065637,0.8923076923076924,0.0,0.0,0.8923121699721426,0.0,0.0,0.26434778461243247,0.046120692156653625,0.0024653522714171874,0.2790221987706589,0.0723128726400737,0.004143462499205405,0.3106039796477465,0.08044489027274677
6,21.32972248395284,1.0822002092997234,0.8930036589422331,0.24785637727759913,0.014928801102434542,0.8932531191730394,0.4142857142857143,0.014671814671814672,64,0,20,16,<function relu at 0x11e8430d0>,1,<function binary_crossentropy at 0x11e8022f0>,0.01,<class 'keras.optimizers.Adam'>,<function relu at 0x11e8430d0>,8,"{'clf__batch_size': 64, 'clf__dropout': 0, 'clf__epochs': 20, 'clf__first_neuron': 16, 'clf__last_activation': <function relu at 0x11e8430d0>, 'clf__last_neuron': 1, 'clf__loss': <function binary_crossentropy at 0x11e8022f0>, 'clf__lr': 0.01, 'clf__optimizer': <class 'keras.optimizers.Adam'>, 'clf__second_activation': <function relu at 0x11e8430d0>, 'clf__second_neuron': 8}",28,19,30,0.8923166472642607,0.0,0.0,0.8923076923076924,0.0,0.0,0.8954677754677755,0.7435897435897436,0.044787644787644784,0.8951394952392832,0.7428571428571429,0.040154440154440155,0.8912266112266112,0.0,0.0,0.8923121699721426,0.5,0.003861003861003861,0.5954573863858674,0.03547046103531543,0.0017982884644863638,0.35052913754744713,0.02111295191405473,0.0013338705608973175,0.3092672929738956,0.018087748870796255
7,21.942623615264893,1.2930489381154378,0.8937243596851092,0.23692773474547305,0.022137649346874313,0.893502638609287,0.22179487179487178,0.022265122265122266,64,0,20,16,<function relu at 0x11e8430d0>,1,<function binary_crossentropy at 0x11e8022f0>,0.01,<class 'keras.optimizers.Adam'>,<function relu at 0x11e8430d0>,32,"{'clf__batch_size': 64, 'clf__dropout': 0, 'clf__epochs': 20, 'clf__first_neuron': 16, 'clf__last_activation': <function relu at 0x11e8430d0>, 'clf__last_neuron': 1, 'clf__loss': <function binary_crossentropy at 0x11e8022f0>, 'clf__lr': 0.01, 'clf__optimizer': <class 'keras.optimizers.Adam'>, 'clf__second_activation': <function relu at 0x11e8430d0>, 'clf__second_neuron': 32}",21,22,25,0.8965574588391818,0.7107438016528925,0.06640926640926641,0.8958835758835759,0.6653846153846154,0.0667953667953668,0.8923076923076924,0.0,0.0,0.8923121699721426,0.0,0.0,0.8923076923076924,0.0,0.0,0.8923121699721426,0.0,0.0,0.1969739568747396,0.03210068957899218,0.0020033869193348554,0.3350524845727672,0.03130606226510025,0.0016835768922294938,0.31366531575710954,0.031487637875231074
8,22.94456394513448,1.359744628270467,0.8923106774586983,0.0,0.0,0.8923106774173258,0.0,0.0,64,0,20,16,<function relu at 0x11e8430d0>,1,<function binary_crossentropy at 0x11e8022f0>,0.01,<class 'keras.optimizers.Adam'>,<function relu at 0x11e8430d0>,64,"{'clf__batch_size': 64, 'clf__dropout': 0, 'clf__epochs': 20, 'clf__first_neuron': 16, 'clf__last_activation': <function relu at 0x11e8430d0>, 'clf__last_neuron': 1, 'clf__loss': <function binary_crossentropy at 0x11e8022f0>, 'clf__lr': 0.01, 'clf__optimizer': <class 'keras.optimizers.Adam'>, 'clf__second_activation': <function relu at 0x11e8430d0>, 'clf__second_neuron': 64}",33,38,38,0.8923166472642607,0.0,0.0,0.8923076923076924,0.0,0.0,0.8923076923076924,0.0,0.0,0.8923121699721426,0.0,0.0,0.8923076923076924,0.0,0.0,0.8923121699721426,0.0,0.0,0.23023753715897344,0.06693477255444669,4.22146551331318e-06,0.0,0.0,2.110791264418902e-06,0.0,0.0
9,24.02672576904297,1.4359567165374756,0.8923106774586983,0.0,0.0,0.8923106774173258,0.0,0.0,64,0,20,16,<function relu at 0x11e8430d0>,1,<function binary_crossentropy at 0x11e8022f0>,0.01,<class 'keras.optimizers.Adam'>,<function relu at 0x11e8430d0>,128,"{'clf__batch_size': 64, 'clf__dropout': 0, 'clf__epochs': 20, 'clf__first_neuron': 16, 'clf__last_activation': <function relu at 0x11e8430d0>, 'clf__last_neuron': 1, 'clf__loss': <function binary_crossentropy at 0x11e8022f0>, 'clf__lr': 0.01, 'clf__optimizer': <class 'keras.optimizers.Adam'>, 'clf__second_activation': <function relu at 0x11e8430d0>, 'clf__second_neuron': 128}",33,38,38,0.8923166472642607,0.0,0.0,0.8923076923076924,0.0,0.0,0.8923076923076924,0.0,0.0,0.8923121699721426,0.0,0.0,0.8923076923076924,0.0,0.0,0.8923121699721426,0.0,0.0,0.12776162467765648,0.13207429792500014,4.22146551331318e-06,0.0,0.0,2.110791264418902e-06,0.0,0.0
