,mean_fit_time,mean_score_time,mean_test_accuracy_score,mean_test_precision_score,mean_test_recall_score,mean_train_accuracy_score,mean_train_precision_score,mean_train_recall_score,param_clf__batch_size,param_clf__dropout,param_clf__epochs,param_clf__first_neuron,param_clf__last_activation,param_clf__last_neuron,param_clf__loss,param_clf__lr,param_clf__optimizer,param_clf__second_activation,param_clf__second_neuron,params,rank_test_accuracy_score,rank_test_precision_score,rank_test_recall_score,split0_test_accuracy_score,split0_test_precision_score,split0_test_recall_score,split0_train_accuracy_score,split0_train_precision_score,split0_train_recall_score,split1_test_accuracy_score,split1_test_precision_score,split1_test_recall_score,split1_train_accuracy_score,split1_train_precision_score,split1_train_recall_score,split2_test_accuracy_score,split2_test_precision_score,split2_test_recall_score,split2_train_accuracy_score,split2_train_precision_score,split2_train_recall_score,std_fit_time,std_score_time,std_test_accuracy_score,std_test_precision_score,std_test_recall_score,std_train_accuracy_score,std_train_precision_score,std_train_recall_score
0,5.935252904891968,0.20383032162984213,0.9108291965434823,0.27049582719685816,0.05452674897119341,0.9112428755285898,0.32093933463796476,0.06327160493827161,64,0,20,8,<function relu at 0x128f3b400>,1,<function binary_crossentropy at 0x128ef5620>,0.01,<class 'keras.optimizers.Adam'>,<function relu at 0x128f3b400>,1,"{'clf__batch_size': 64, 'clf__dropout': 0, 'clf__epochs': 20, 'clf__first_neuron': 8, 'clf__last_activation': <function relu at 0x128f3b400>, 'clf__last_neuron': 1, 'clf__loss': <function binary_crossentropy at 0x128ef5620>, 'clf__lr': 0.01, 'clf__optimizer': <class 'keras.optimizers.Adam'>, 'clf__second_activation': <function relu at 0x128f3b400>, 'clf__second_neuron': 1}",11,13,10,0.9106453392167678,0.0,0.0,0.9106453392167678,0.0,0.0,0.9098179812465527,0.2857142857142857,0.006172839506172839,0.9103695532266961,0.42857142857142855,0.009259259259259259,0.9120242691671263,0.5257731958762887,0.1574074074074074,0.9127137341423056,0.5342465753424658,0.18055555555555555,0.7484117269267746,0.024253764005436523,0.000910047337434426,0.21491558728211807,0.07279124671320465,0.0010461304170565461,0.23100267177338693,0.08301838059452324
1,7.369066476821899,0.3074403603871663,0.9110130538701967,0.18055555555555555,0.026748971193415638,0.9127137341423056,0.57,0.03806584362139918,64,0,20,8,<function relu at 0x128f3b400>,1,<function binary_crossentropy at 0x128ef5620>,0.01,<class 'keras.optimizers.Adam'>,<function relu at 0x128f3b400>,8,"{'clf__batch_size': 64, 'clf__dropout': 0, 'clf__epochs': 20, 'clf__first_neuron': 8, 'clf__last_activation': <function relu at 0x128f3b400>, 'clf__last_neuron': 1, 'clf__loss': <function binary_crossentropy at 0x128ef5620>, 'clf__lr': 0.01, 'clf__optimizer': <class 'keras.optimizers.Adam'>, 'clf__second_activation': <function relu at 0x128f3b400>, 'clf__second_neuron': 8}",3,23,18,0.9106453392167678,0.0,0.0,0.9110590182018753,1.0,0.004629629629629629,0.9117484831770546,0.5416666666666666,0.08024691358024691,0.9164368450082736,0.71,0.1095679012345679,0.9106453392167678,0.0,0.0,0.9106453392167678,0.0,0.0,1.049740438337387,0.06314201889876504,0.0005200270499625046,0.25534411542847546,0.037828757841255625,0.0026380483273178547,0.42007935758219145,0.05059490455118025
2,7.141264041264852,0.35725943247477215,0.9101856958999817,0.15517241379310345,0.027777777777777773,0.9116565545136974,0.4228694714131607,0.03292181069958847,64,0,20,8,<function relu at 0x128f3b400>,1,<function binary_crossentropy at 0x128ef5620>,0.01,<class 'keras.optimizers.Adam'>,<function relu at 0x128f3b400>,32,"{'clf__batch_size': 64, 'clf__dropout': 0, 'clf__epochs': 20, 'clf__first_neuron': 8, 'clf__last_activation': <function relu at 0x128f3b400>, 'clf__last_neuron': 1, 'clf__loss': <function binary_crossentropy at 0x128ef5620>, 'clf__lr': 0.01, 'clf__optimizer': <class 'keras.optimizers.Adam'>, 'clf__second_activation': <function relu at 0x128f3b400>, 'clf__second_neuron': 32}",106,32,17,0.9103695532266961,0.0,0.0,0.9107832322118037,0.6666666666666666,0.0030864197530864196,0.909542195256481,0.46551724137931033,0.08333333333333333,0.9135410921125207,0.6019417475728155,0.09567901234567901,0.9106453392167678,0.0,0.0,0.9106453392167678,0.0,0.0,0.25883928047935123,0.02591779791933544,0.0004687460483170682,0.2194469320923768,0.039283710065919304,0.0013337578717178321,0.3001791367143524,0.044393928004920605
3,6.777724742889404,0.4349849224090576,0.9110130538701967,0.17521367521367523,0.04218106995884774,0.9133572347858062,0.22285714285714286,0.06018518518518518,64,0,20,8,<function relu at 0x128f3b400>,1,<function binary_crossentropy at 0x128ef5620>,0.01,<class 'keras.optimizers.Adam'>,<function relu at 0x128f3b400>,64,"{'clf__batch_size': 64, 'clf__dropout': 0, 'clf__epochs': 20, 'clf__first_neuron': 8, 'clf__last_activation': <function relu at 0x128f3b400>, 'clf__last_neuron': 1, 'clf__loss': <function binary_crossentropy at 0x128ef5620>, 'clf__lr': 0.01, 'clf__optimizer': <class 'keras.optimizers.Adam'>, 'clf__second_activation': <function relu at 0x128f3b400>, 'clf__second_neuron': 64}",3,25,14,0.9117484831770546,0.5256410256410257,0.12654320987654322,0.9187810259238831,0.6685714285714286,0.18055555555555555,0.9106453392167678,0.0,0.0,0.9106453392167678,0.0,0.0,0.9106453392167678,0.0,0.0,0.9106453392167678,0.0,0.0,0.10923682228573683,0.014308544538527208,0.0005200270499625046,0.24778955580041406,0.0596530412112108,0.003835199493473648,0.31516759390028976,0.08511470514282517
4,7.305639266967773,0.5018610954284668,0.9106453392167678,0.0,0.0,0.9106453392167678,0.0,0.0,64,0,20,8,<function relu at 0x128f3b400>,1,<function binary_crossentropy at 0x128ef5620>,0.01,<class 'keras.optimizers.Adam'>,<function relu at 0x128f3b400>,128,"{'clf__batch_size': 64, 'clf__dropout': 0, 'clf__epochs': 20, 'clf__first_neuron': 8, 'clf__last_activation': <function relu at 0x128f3b400>, 'clf__last_neuron': 1, 'clf__loss': <function binary_crossentropy at 0x128ef5620>, 'clf__lr': 0.01, 'clf__optimizer': <class 'keras.optimizers.Adam'>, 'clf__second_activation': <function relu at 0x128f3b400>, 'clf__second_neuron': 128}",17,41,41,0.9106453392167678,0.0,0.0,0.9106453392167678,0.0,0.0,0.9106453392167678,0.0,0.0,0.9106453392167678,0.0,0.0,0.9106453392167678,0.0,0.0,0.9106453392167678,0.0,0.0,0.14475852062392983,0.01620602940885644,0.0,0.0,0.0,0.0,0.0,0.0
5,7.54298464457194,0.5996926625569662,0.9106453392167678,0.0,0.0,0.9106453392167678,0.0,0.0,64,0,20,16,<function relu at 0x128f3b400>,1,<function binary_crossentropy at 0x128ef5620>,0.01,<class 'keras.optimizers.Adam'>,<function relu at 0x128f3b400>,1,"{'clf__batch_size': 64, 'clf__dropout': 0, 'clf__epochs': 20, 'clf__first_neuron': 16, 'clf__last_activation': <function relu at 0x128f3b400>, 'clf__last_neuron': 1, 'clf__loss': <function binary_crossentropy at 0x128ef5620>, 'clf__lr': 0.01, 'clf__optimizer': <class 'keras.optimizers.Adam'>, 'clf__second_activation': <function relu at 0x128f3b400>, 'clf__second_neuron': 1}",17,41,41,0.9106453392167678,0.0,0.0,0.9106453392167678,0.0,0.0,0.9106453392167678,0.0,0.0,0.9106453392167678,0.0,0.0,0.9106453392167678,0.0,0.0,0.9106453392167678,0.0,0.0,0.2313604771144496,0.05876373228868154,0.0,0.0,0.0,0.0,0.0,0.0
6,7.830271323521932,0.6873849232991537,0.9102776245633388,0.5211538461538462,0.08230452674897118,0.9143684500827357,0.572571510502545,0.1059670781893004,64,0,20,16,<function relu at 0x128f3b400>,1,<function binary_crossentropy at 0x128ef5620>,0.01,<class 'keras.optimizers.Adam'>,<function relu at 0x128f3b400>,8,"{'clf__batch_size': 64, 'clf__dropout': 0, 'clf__epochs': 20, 'clf__first_neuron': 16, 'clf__last_activation': <function relu at 0x128f3b400>, 'clf__last_neuron': 1, 'clf__loss': <function binary_crossentropy at 0x128ef5620>, 'clf__lr': 0.01, 'clf__optimizer': <class 'keras.optimizers.Adam'>, 'clf__second_activation': <function relu at 0x128f3b400>, 'clf__second_neuron': 8}",104,1,3,0.912300055157198,0.5384615384615384,0.12962962962962962,0.9185052399338114,0.654054054054054,0.1867283950617284,0.906784335355764,0.4,0.08641975308641975,0.9143684500827358,0.6153846153846154,0.1111111111111111,0.9117484831770546,0.625,0.030864197530864196,0.9102316602316602,0.4482758620689655,0.020061728395061727,0.1263634435265418,0.06149769239290983,0.002480370943782302,0.09266756771659043,0.04042568457693107,0.0033776747694197226,0.08929683658598199,0.06813853657791577
7,8.402316570281982,0.8080027103424072,0.9088067659496231,0.055555555555555546,0.005144032921810699,0.908209229637801,0.060240963855421686,0.007716049382716049,64,0,20,16,<function relu at 0x128f3b400>,1,<function binary_crossentropy at 0x128ef5620>,0.01,<class 'keras.optimizers.Adam'>,<function relu at 0x128f3b400>,32,"{'clf__batch_size': 64, 'clf__dropout': 0, 'clf__epochs': 20, 'clf__first_neuron': 16, 'clf__last_activation': <function relu at 0x128f3b400>, 'clf__last_neuron': 1, 'clf__loss': <function binary_crossentropy at 0x128ef5620>, 'clf__lr': 0.01, 'clf__optimizer': <class 'keras.optimizers.Adam'>, 'clf__second_activation': <function relu at 0x128f3b400>, 'clf__second_neuron': 32}",115,39,33,0.9051296194153337,0.16666666666666666,0.015432098765432098,0.9033370104798676,0.18072289156626506,0.023148148148148147,0.9106453392167678,0.0,0.0,0.9106453392167678,0.0,0.0,0.9106453392167678,0.0,0.0,0.9106453392167678,0.0,0.0,0.15862855148767574,0.037029373054003376,0.00260013524981268,0.07856742013183861,0.0072747611233183905,0.003445179206001783,0.08519358809476477,0.010912141684977585
8,8.547077814737955,0.9093267122904459,0.9106453392167678,0.0,0.0,0.9106453392167678,0.0,0.0,64,0,20,16,<function relu at 0x128f3b400>,1,<function binary_crossentropy at 0x128ef5620>,0.01,<class 'keras.optimizers.Adam'>,<function relu at 0x128f3b400>,64,"{'clf__batch_size': 64, 'clf__dropout': 0, 'clf__epochs': 20, 'clf__first_neuron': 16, 'clf__last_activation': <function relu at 0x128f3b400>, 'clf__last_neuron': 1, 'clf__loss': <function binary_crossentropy at 0x128ef5620>, 'clf__lr': 0.01, 'clf__optimizer': <class 'keras.optimizers.Adam'>, 'clf__second_activation': <function relu at 0x128f3b400>, 'clf__second_neuron': 64}",17,41,41,0.9106453392167678,0.0,0.0,0.9106453392167678,0.0,0.0,0.9106453392167678,0.0,0.0,0.9106453392167678,0.0,0.0,0.9106453392167678,0.0,0.0,0.9106453392167678,0.0,0.0,0.26804118256548914,0.024911833371583446,0.0,0.0,0.0,0.0,0.0,0.0
9,9.281268994013468,0.9576659997304281,0.9100937672366244,0.08333333333333333,0.003086419753086419,0.9106453392167678,0.16666666666666666,0.0030864197530864196,64,0,20,16,<function relu at 0x128f3b400>,1,<function binary_crossentropy at 0x128ef5620>,0.01,<class 'keras.optimizers.Adam'>,<function relu at 0x128f3b400>,128,"{'clf__batch_size': 64, 'clf__dropout': 0, 'clf__epochs': 20, 'clf__first_neuron': 16, 'clf__last_activation': <function relu at 0x128f3b400>, 'clf__last_neuron': 1, 'clf__loss': <function binary_crossentropy at 0x128ef5620>, 'clf__lr': 0.01, 'clf__optimizer': <class 'keras.optimizers.Adam'>, 'clf__second_activation': <function relu at 0x128f3b400>, 'clf__second_neuron': 128}",108,36,35,0.9089906232763376,0.25,0.009259259259259259,0.9106453392167678,0.5,0.009259259259259259,0.9106453392167678,0.0,0.0,0.9106453392167678,0.0,0.0,0.9106453392167678,0.0,0.0,0.9106453392167678,0.0,0.0,0.18663479252655457,0.05589703210467363,0.0007800405749437831,0.11785113019775792,0.004364856673991033,0.0,0.23570226039551584,0.004364856673991033
